index  confidence   rules
 2536  0.986        ['15125', '14867', '15526', '15227', '15117', '15155', '15165']=>['14773', '14970']
 2537  0.986        ['14867', '15526', '15227', '15117', '15155', '14773', '15165']=>['15125', '14970']
 2538  0.986        ['15125', '15526', '15117', '15155', '15180']=>['14970']
 2539  0.986        ['15526', '14773', '15117', '15155', '15180']=>['14970']
 2540  0.986        ['14984', '15525', '15091', '14922', '14132']=>['15180']
 2541  0.986        ['15125', '15526', '15117', '15155', '14773', '15180']=>['14970']
 2542  0.986        ['15125', '15526', '15227', '15117', '15180']=>['14773', '14970']
 2543  0.986        ['15526', '15227', '15117', '14773', '15180']=>['15125', '14970']
 2544  0.986        ['14867', '15227', '15117', '15180', '15165']=>['15125', '14970']
 2545  0.986        ['14867', '15227', '15117', '15180', '15165']=>['14773', '14970']
 2546  0.986        ['14867', '15227', '15117', '15180', '15165']=>['15125', '15526', '14773']
 2547  0.986        ['15125', '15117', '15165']=>['14773', '14970']
 2548  0.986        ['15180', '15125', '15227', '15155']=>['14970']
 2549  0.986        ['15227', '14773', '15155', '14867']=>['15125', '15526']
 2550  0.986        ['14867', '15117', '15155', '15180', '15165']=>['14773', '14970']
 2551  0.986        ['14867', '15117', '15155', '15180', '15165']=>['15125', '14970']
 2552  0.986        ['15125', '14867', '15227', '15117', '15180', '15165']=>['14773', '14970']
 2553  0.986        ['14867', '15227', '14773', '15117', '15180', '15165']=>['15125', '14970']
 2554  0.986        ['14867', '15117', '15155', '15180', '15165']=>['15125', '15526', '14773']
 2555  0.986        ['15001', '15308', '14948']=>['15310']
 2556  0.986        ['15125', '15227', '14773', '15155', '15180']=>['14970']
 2557  0.986        ['15125', '14867', '15117', '15155', '15180', '15165']=>['14773', '14970']
 2558  0.986        ['14867', '14773', '15117', '15155', '15180', '15165']=>['15125', '14970']
 2559  0.986        ['15117', '15155', '14867', '14970']=>['15526']
 2560  0.986        ['14922', '14283', '14984', '14132']=>['15180']
 2561  0.986        ['14773', '15117', '15165', '14970']=>['15526']
 2562  0.986        ['14867', '14970', '14773', '15117', '15155']=>['15526']
 2563  0.986        ['15200', '15180', '15010', '15525']=>['14984']
 2564  0.986        ['15180', '15526', '15117', '14867']=>['15125', '14773']
 2565  0.986        ['15180', '15125', '15227', '14867']=>['15526']
 2566  0.986        ['15180', '15526', '15227', '15155']=>['14773', '14970']
 2567  0.986        ['15526', '14773', '15117', '15165']=>['15125', '14970']
 2568  0.986        ['15180', '15526', '15227', '15155']=>['15125', '14970']
 2569  0.986        ['15125', '15526', '15227', '15155', '15180']=>['14773', '14970']
 2570  0.986        ['15526', '15227', '14773', '15155', '15180']=>['15125', '14970']
 2571  0.986        ['14867', '15526', '15227', '15117', '15180', '15165']=>['15125', '14773', '14970']
 2572  0.986        ['15200', '14922', '15010', '15525']=>['14984']
 2573  0.986        ['15125', '15117', '15155', '14867']=>['15526']
 2574  0.986        ['15255', '14922', '14132']=>['15180']
 2575  0.986        ['14742', '15011', '15165']=>['14767', '15296']
 2576  0.986        ['14867', '15227', '15155', '15180', '15165']=>['15125', '14970']
 2577  0.986        ['14867', '15227', '15155', '15180', '15165']=>['14773', '14970']
 2578  0.986        ['14867', '15227', '15155', '15180', '15165']=>['15125', '15526', '14773']
 2579  0.986        ['14867', '15526', '15117', '15155', '15180', '15165']=>['15125', '14773', '14970']
 2580  0.986        ['15125', '14867', '15227', '15155', '15180', '15165']=>['14773', '14970']
 2581  0.986        ['14867', '15227', '14773', '15155', '15180', '15165']=>['15125', '14970']
 2582  0.986        ['14742', '14781', '15011', '15165']=>['14767', '15296']
 2583  0.986        ['15125', '15165', '15155']=>['14773', '14970']
 2584  0.986        ['15180', '15227', '15117', '15155']=>['14970']
 2585  0.986        ['15180', '14970', '15155', '14867']=>['15526', '14773']
 2586  0.986        ['15165', '15155', '15117']=>['15125']
 2587  0.986        ['14867', '15526', '14773', '15117', '15180']=>['14970']
 2588  0.986        ['15200', '14132', '14984', '14994']=>['15180', '14922']
 2589  0.986        ['15227', '14773', '15117', '15155', '15180']=>['14970']
 2590  0.986        ['15125', '15227', '15117', '15155', '15180']=>['14970']
 2591  0.986        ['15125', '14867', '15526', '15117', '15180']=>['14970']
 2592  0.986        ['15227', '14970', '15155', '14867']=>['15125', '15526', '14773']
 2593  0.986        ['15125', '15227', '15117', '15155', '14773', '15180']=>['14970']
 2594  0.986        ['15125', '14867', '15526', '15117', '14773', '15180']=>['14970']
 2595  0.986        ['14867', '15526', '15227', '15155', '15180', '15165']=>['15125', '14773', '14970']
 2596  0.986        ['14922', '15010', '15042']=>['14984']
 2597  0.986        ['15180', '15227', '14970', '14867']=>['15526']
 2598  0.986        ['15200', '15248', '14922']=>['15180']
 2599  0.986        ['15227', '15117', '15165']=>['15125', '14970']
 2600  0.986        ['15227', '15117', '15165']=>['14773', '14970']
 2601  0.986        ['15125', '15227', '15117', '15165']=>['14773', '14970']
 2602  0.986        ['14773', '15227', '15117', '15165']=>['15125', '14970']
 2603  0.986        ['15526', '15227', '15117', '15155', '15180']=>['15125', '14970']
 2604  0.986        ['15526', '15227', '15117', '15155', '15180']=>['14773', '14970']
 2605  0.986        ['15125', '15526', '15227', '15117', '15155', '15180']=>['14773', '14970']
 2606  0.986        ['15526', '15227', '15117', '15155', '14773', '15180']=>['15125', '14970']
 2607  0.986        ['14902', '15525', '14922', '14132', '15180']=>['14984']
 2608  0.986        ['14867', '15227', '15117', '15155', '15180', '15165']=>['15125', '14970']
 2609  0.986        ['14867', '15227', '15117', '15155', '15180', '15165']=>['14773', '14970']
 2610  0.986        ['14867', '15227', '15117', '15155', '15180', '15165']=>['15125', '15526', '14773']
 2611  0.986        ['15200', '15272', '14132']=>['14922', '14984']
 2612  0.986        ['15200', '15272', '14132']=>['15180', '14922']
 2613  0.986        ['15200', '15272', '14984', '14132']=>['15180', '14922']
 2614  0.986        ['15125', '14867', '15227', '15117', '15155', '15180', '15165']=>['14773', '14970']
 2615  0.986        ['14867', '15227', '14773', '15117', '15155', '15180', '15165']=>['15125', '14970']
 2616  0.986        ['15125', '14867', '15526', '15155', '15180']=>['14970']
 2617  0.986        ['14132', '14922', '15525', '15042']=>['15180']
 2618  0.986        ['14773', '15165', '15117', '14867']=>['14970']
 2619  0.986        ['15125', '15117', '15155', '15165']=>['14773', '14970']
 2620  0.986        ['15125', '14867', '15526', '14773', '15155', '15180']=>['14970']
 2621  0.986        ['15200', '15487', '14984', '14132']=>['15180', '14922']
 2622  0.986        ['14889', '15009', '14831', '15206']=>['15202', '14867']
 2623  0.986        ['15180', '15117', '15155', '14867']=>['15526', '14773']
 2624  0.986        ['15180', '15117', '15155', '14867']=>['15125', '15526']
 2625  0.986        ['15526', '15227', '15117', '15165']=>['15125', '14773', '14970']
 2626  0.986        ['15227', '15165', '15155']=>['15526']
 2627  0.986        ['15227', '15165', '15155']=>['14970']
 2628  0.986        ['15117', '15155', '14970', '15165']=>['15526']
 2629  0.986        ['14970', '14773', '15117', '15155', '15165']=>['15526']
 2630  0.985        ['15200', '15525', '15091', '14922', '15180']=>['14132', '14984']
 2631  0.985        ['15227', '14773', '15155', '15165']=>['14970']
 2632  0.985        ['15117', '14867', '15165', '14970']=>['15526']
 2633  0.985        ['15227', '14773', '15155', '15165']=>['15125', '15526']
 2634  0.985        ['15526', '15117', '15155', '15165']=>['15125', '14970']
 2635  0.985        ['15200', '14902', '15248']=>['15180']
 2636  0.985        ['15080', '15180', '14984', '14902']=>['14132']
 2637  0.985        ['14984', '14825', '15525', '14922', '15180']=>['14132']
 2638  0.985        ['15129', '14831', '15202', '15206']=>['14889', '14867']
 2639  0.985        ['14867', '15526', '15227', '15117', '15155', '15180', '15165']=>['15125', '14773', '14970']
 2640  0.985        ['15526', '14773', '15117', '15155', '15165']=>['15125', '14970']
 2641  0.985        ['15125', '15117', '14867', '15165']=>['14773', '14970']
 2642  0.985        ['15125', '15227', '15165', '15155']=>['14773', '14970']
 2643  0.985        ['15180', '14773', '15117', '15165']=>['15125', '14970']
 2644  0.985        ['14867', '15227', '14773', '15117', '15180']=>['14970']
 2645  0.985        ['15125', '14867', '15227', '15117', '15180']=>['14970']
 2646  0.985        ['15125', '14867', '15227', '15117', '14773', '15180']=>['14970']
 2647  0.985        ['14867', '14970', '14773', '15117', '15165']=>['15526']
 2648  0.985        ['14867', '15526', '15117', '15155', '15180']=>['14970']
 2649  0.985        ['14867', '15526', '15227', '15117', '15180']=>['14970']
 2650  0.985        ['14867', '15526', '14773', '15117', '15155', '15180']=>['14970']
 2651  0.985        ['15125', '14867', '15526', '15117', '15155', '15180']=>['14970']
 2652  0.985        ['15180', '15227', '15125']=>['15526']
 2653  0.985        ['14867', '15526', '14773', '15117', '15165']=>['15125', '14970']
 2654  0.985        ['15180', '15227', '15155', '14867']=>['15125', '15526', '14773']
 2655  0.985        ['15526', '15227', '15165', '15155']=>['15125', '14773', '14970']
 2656  0.985        ['15227', '15165', '15155', '14970']=>['15125', '15526', '14773']
 2657  0.985        ['15125', '14867', '15526', '15117', '15155', '14773', '15180']=>['14970']
 2658  0.985        ['15180', '15125', '15227', '15165']=>['14970']
 2659  0.985        ['14742', '14767', '15165', '15296']=>['14781']
 2660  0.985        ['15125', '14867', '15526', '15227', '15117', '15180']=>['14773', '14970']
 2661  0.985        ['14867', '15526', '15227', '14773', '15117', '15180']=>['15125', '14970']
 2662  0.985        ['15125', '15227', '14773', '15180', '15165']=>['14970']
 2663  0.985        ['14867', '15227', '14773', '15155', '15180']=>['14970']
 2664  0.985        ['15125', '14867', '15227', '15155', '15180']=>['14970']
 2665  0.985        ['15200', '14984', '15255']=>['14922']
 2666  0.985        ['15009', '15129', '14831', '15206']=>['15202']
 2667  0.985        ['15009', '15129', '14831', '15206']=>['14889']
 2668  0.985        ['15125', '14867', '15227', '14773', '15155', '15180']=>['14970']
 2669  0.985        ['15180', '14922', '15010', '15042']=>['14984']
 2670  0.985        ['15227', '15117', '15155', '15165']=>['14773', '14970']
 2671  0.985        ['15227', '15117', '15155', '15165']=>['15125', '14970']
 2672  0.985        ['15091', '15200', '15525']=>['14984']
 2673  0.985        ['15091', '14922', '15525', '14132']=>['15180']
 2674  0.985        ['15117', '15155', '14970']=>['15526', '14773']
 2675  0.985        ['14867', '14970', '14773', '15155', '15165']=>['15125']
 2676  0.985        ['15125', '15165', '15155', '14867']=>['14773', '14970']
 2677  0.985        ['15180', '15526', '15227', '15165']=>['14773', '14970']
 2678  0.985        ['15125', '15227', '15117', '15155', '15165']=>['14773', '14970']
 2679  0.985        ['15227', '14773', '15117', '15155', '15165']=>['15125', '14970']
 2680  0.985        ['15180', '15155', '15125']=>['14773']
 2681  0.985        ['15117', '15155', '14867', '15165']=>['15125']
 2682  0.985        ['15180', '15227', '15165', '14970']=>['15125', '15526']
 2683  0.985        ['14867', '15526', '15227', '15155', '15180']=>['14773', '14970']
 2684  0.985        ['14867', '15526', '15227', '15155', '15180']=>['15125', '14970']
 2685  0.985        ['15125', '15526', '15227', '15180', '15165']=>['14773', '14970']
 2686  0.985        ['14970', '15227', '14773', '15180', '15165']=>['15125', '15526']
 2687  0.985        ['15206', '15011', '14767']=>['14781']
 2688  0.985        ['15125', '14867', '15526', '15227', '15155', '15180']=>['14773', '14970']
 2689  0.985        ['14867', '15526', '15227', '14773', '15155', '15180']=>['15125', '14970']
 2690  0.985        ['15180', '15125', '14773', '15117']=>['14970']
 2691  0.985        ['14902', '14931', '14717']=>['14197']
 2692  0.985        ['15180', '15526', '15165', '15155']=>['15125', '14773', '14970']
 2693  0.985        ['15180', '15165', '15155', '14970']=>['15125', '15526', '14773']
 2694  0.985        ['15180', '15155', '14970']=>['15526']
 2695  0.985        ['15526', '15227', '15117', '15155', '15165']=>['15125', '14773', '14970']
 2696  0.985        ['15227', '15117', '14867', '15165']=>['15125', '14970']
 2697  0.985        ['15227', '15117', '14867', '15165']=>['14773', '14970']
 2698  0.985        ['15200', '15487', '15180', '14922']=>['14984']
 2699  0.985        ['14867', '15227', '15117', '15155', '15180']=>['14970']
 2700  0.985        ['15125', '14867', '15227', '15117', '15165']=>['14773', '14970']
 2701  0.985        ['14867', '15227', '14773', '15117', '15165']=>['15125', '14970']
 2702  0.985        ['15180', '15227', '15117', '15165']=>['15125', '14773', '14970']
 2703  0.985        ['15200', '15010', '14132']=>['14984']
 2704  0.985        ['15180', '15125', '15526', '15117']=>['14773', '14970']
 2705  0.985        ['15180', '15526', '14773', '15117']=>['15125', '14970']
 2706  0.985        ['15011', '15165', '15296']=>['14781', '14767']
 2707  0.985        ['14867', '15227', '14773', '15117', '15155', '15180']=>['14970']
 2708  0.985        ['15125', '14867', '15227', '15117', '15155', '15180']=>['14970']
 2709  0.985        ['15200', '15272']=>['14984']
 2710  0.985        ['15180', '15117', '15155', '15165']=>['15125', '14773', '14970']
 2711  0.985        ['15125', '14867', '15227', '15117', '15155', '14773', '15180']=>['14970']
 2712  0.985        ['14132', '14984', '14825']=>['15180']
 2713  0.985        ['15125', '14867', '15117', '15155', '15165']=>['14773', '14970']
 2714  0.985        ['14867', '14970', '15117', '15155', '15165']=>['15526']
 2715  0.985        ['14867', '15526', '15227', '15117', '15165']=>['15125', '14773', '14970']
 2716  0.985        ['15180', '14984', '14825', '15525', '15200']=>['14132']
 2717  0.985        ['14867', '14970', '14773', '15117', '15155', '15165']=>['15526']
 2718  0.985        ['14867', '15526', '15227', '15117', '15155', '15180']=>['15125', '14970']
